"requirement_id","business_rule_ids","entity_ids","api_operation_ids","screen_ids","test_case_ids","release"
"RF-CRM-007","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-CUSTOMER|ENT-NOTIFICATION|ENT-MESSAGE-TEMPLATE|ENT-CAMPAIGN","listCampaigns|createCampaign|activateCampaign","TEL-CRM-CUSTOMERS|TEL-CRM-TEMPLATES|TEL-CRM-CAMPAIGNS","CT-CRM-RF007|CT-CRM-001","FINAL"
"RF-CRM-008","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-CRM-AUTOMATION|ENT-MESSAGE-TEMPLATE|ENT-NOTIFICATION","listCrmAutomations|createCrmAutomation","TEL-CRM-CUSTOMERS|TEL-CRM-TEMPLATES|TEL-CRM-CAMPAIGNS","CT-CRM-RF008","FINAL"
"RF-CRM-009","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-CONTACT-POLICY|ENT-NOTIFICATION","updateContactPolicy","TEL-CRM-CUSTOMERS|TEL-CRM-TEMPLATES|TEL-CRM-CAMPAIGNS","CT-CRM-RF009","FINAL"
"RF-CRM-010","RN-NOT-001|RN-NOT-002|RN-NOT-003|RN-NOT-004|RN-NOT-005","ENT-CUSTOMER|ENT-NOTIFICATION|ENT-MESSAGE-TEMPLATE|ENT-CAMPAIGN","getCrmAnalytics","TEL-CRM-CUSTOMERS|TEL-CRM-TEMPLATES|TEL-CRM-CAMPAIGNS","CT-CRM-RF010","FINAL"
"RF-INT-001","RN-AUT-003|RN-NOT-002|RN-NOT-003|RN-TEN-002","ENT-INTEGRATION-CONNECTION|ENT-API-CREDENTIAL|ENT-WEBHOOK-SUBSCRIPTION|ENT-OUTBOX-EVENT","startIntegrationConnection|completeIntegrationConnection","TEL-INT-CONNECTIONS|TEL-DEV-API","CT-INT-RF001|CT-INT-001|CT-INT-002","INTERMEDIARIO"
"RF-INT-002","RN-AUT-003|RN-NOT-002|RN-NOT-003|RN-TEN-002","ENT-INTEGRATION-CONNECTION|ENT-API-CREDENTIAL|ENT-WEBHOOK-SUBSCRIPTION|ENT-OUTBOX-EVENT","syncGoogleCalendar","TEL-INT-CONNECTIONS|TEL-DEV-API","CT-INT-RF002","INTERMEDIARIO"
"RF-INT-003","RN-AUT-003|RN-NOT-002|RN-NOT-003|RN-TEN-002","ENT-INTEGRATION-CONNECTION|ENT-API-CREDENTIAL|ENT-WEBHOOK-SUBSCRIPTION|ENT-OUTBOX-EVENT","updateGoogleReviewLink","TEL-INT-CONNECTIONS|TEL-DEV-API","CT-INT-RF003","INTERMEDIARIO"
"RF-INT-004","RN-AUT-003|RN-NOT-002|RN-NOT-003|RN-TEN-002","ENT-INTEGRATION-CONNECTION|ENT-API-CREDENTIAL|ENT-WEBHOOK-SUBSCRIPTION|ENT-OUTBOX-EVENT","receiveProviderWebhook","TEL-INT-CONNECTIONS|TEL-DEV-API","CT-INT-RF004","INTERMEDIARIO"
"RF-INT-005","RN-AUT-003|RN-NOT-002|RN-NOT-003|RN-TEN-002","ENT-INTEGRATION-CONNECTION|ENT-API-CREDENTIAL|ENT-WEBHOOK-SUBSCRIPTION|ENT-OUTBOX-EVENT","listIntegrations|disconnectIntegration","TEL-INT-CONNECTIONS|TEL-DEV-API","CT-INT-RF005","INTERMEDIARIO"
"RF-INT-006","RN-AUT-003|RN-NOT-002|RN-NOT-003|RN-TEN-001|RN-TEN-002|RN-AGE-013","ENT-CUSTOMER|ENT-APPOINTMENT|ENT-INTEGRATION-CONNECTION|ENT-API-CREDENTIAL|ENT-WEBHOOK-SUBSCRIPTION|ENT-OUTBOX-EVENT","listApiCredentials|createApiCredential|revokeApiCredential|publicListAppointments|publicCreateAppointment|publicListCustomers|publicCreateCustomer","TEL-INT-CONNECTIONS|TEL-DEV-API","CT-INT-RF006|CT-API-001","FINAL"
"RF-INT-007","RN-AUT-003|RN-NOT-002|RN-NOT-003|RN-TEN-002","ENT-INTEGRATION-CONNECTION|ENT-API-CREDENTIAL|ENT-WEBHOOK-SUBSCRIPTION|ENT-OUTBOX-EVENT","listWebhookSubscriptions|createWebhookSubscription|updateWebhookSubscription","TEL-INT-CONNECTIONS|TEL-DEV-API","CT-INT-RF007|CT-WEB-001","FINAL"
"RF-ASS-001","RN-ASS-001|RN-ASS-002|RN-ASS-003|RN-ASS-004|RN-ASS-005|RN-ASS-006","ENT-SAAS-PLAN|ENT-SUBSCRIPTION|ENT-FEATURE-ENTITLEMENT","startTrial","TEL-ASS-PLAN|TEL-ADM-BILLING","CT-ASS-RF001","INTERMEDIARIO"
"RF-ASS-002","RN-ASS-001|RN-ASS-002|RN-ASS-003|RN-ASS-004|RN-ASS-005|RN-ASS-006","ENT-SAAS-PLAN|ENT-SUBSCRIPTION|ENT-FEATURE-ENTITLEMENT","createSubscriptionCheckout","TEL-ASS-PLAN|TEL-ADM-BILLING","CT-ASS-RF002","INTERMEDIARIO"
"RF-ASS-003","RN-ASS-001|RN-ASS-002|RN-ASS-003|RN-ASS-004|RN-ASS-005|RN-ASS-006","ENT-SAAS-PLAN|ENT-SUBSCRIPTION|ENT-FEATURE-ENTITLEMENT","changeSubscriptionPlan","TEL-ASS-PLAN|TEL-ADM-BILLING","CT-ASS-RF003","INTERMEDIARIO"
"RF-ASS-004","RN-ASS-001|RN-ASS-002|RN-ASS-003|RN-ASS-004|RN-ASS-005|RN-ASS-006","ENT-SAAS-PLAN|ENT-SUBSCRIPTION|ENT-FEATURE-ENTITLEMENT","getCurrentSubscription","TEL-ASS-PLAN|TEL-ADM-BILLING","CT-ASS-RF004|CT-ASS-002","INTERMEDIARIO"
"RF-ASS-005","RN-ASS-001|RN-ASS-002|RN-ASS-003|RN-ASS-004|RN-ASS-005|RN-ASS-006","ENT-SAAS-PLAN|ENT-SUBSCRIPTION|ENT-FEATURE-ENTITLEMENT","cancelSubscription","TEL-ASS-PLAN|TEL-ADM-BILLING","CT-ASS-RF005","INTERMEDIARIO"
"RF-ASS-006","RN-ASS-001|RN-ASS-002|RN-ASS-003|RN-ASS-004|RN-ASS-005|RN-ASS-006","ENT-SAAS-PLAN|ENT-SUBSCRIPTION|ENT-FEATURE-ENTITLEMENT","getCurrentSubscription","TEL-ASS-PLAN|TEL-ADM-BILLING","CT-ASS-RF006","INTERMEDIARIO"
"RF-ASS-007","RN-ASS-001|RN-ASS-002|RN-ASS-003|RN-ASS-004|RN-ASS-005|RN-ASS-006","ENT-SAAS-PLAN|ENT-SUBSCRIPTION|ENT-FEATURE-ENTITLEMENT","getCurrentSubscription|listSessions","TEL-ASS-PLAN|TEL-ADM-BILLING","CT-ASS-RF007|CT-ASS-001","INTERMEDIARIO"
"RF-ASS-008","RN-ASS-001|RN-ASS-002|RN-ASS-003|RN-ASS-004|RN-ASS-005|RN-ASS-006","ENT-SAAS-PLAN|ENT-SUBSCRIPTION|ENT-FEATURE-ENTITLEMENT","getMessageUsage|getCurrentSubscription","TEL-ASS-PLAN|TEL-ADM-BILLING","CT-ASS-RF008","INTERMEDIARIO"
"RF-ASS-009","RN-ASS-001|RN-ASS-002|RN-ASS-003|RN-ASS-004|RN-ASS-005|RN-ASS-006","ENT-SAAS-PLAN|ENT-SUBSCRIPTION|ENT-FEATURE-ENTITLEMENT","getCurrentSubscription","TEL-ASS-PLAN|TEL-ADM-BILLING","CT-ASS-RF009","INTERMEDIARIO"
"RF-ASS-010","RN-ASS-001|RN-ASS-002|RN-ASS-003|RN-ASS-004|RN-ASS-005|RN-ASS-006","ENT-SAAS-PLAN|ENT-SUBSCRIPTION|ENT-FEATURE-ENTITLEMENT","receiveProviderWebhook","TEL-ASS-PLAN|TEL-ADM-BILLING","CT-ASS-RF010","INTERMEDIARIO"
